PT_NAME_FR,SOC_NAME_FR,id_effet_secondaire
Imagerie pulmonaire anormale,Investigations,7573
Manquement a  la suspension d'un traitement,"Lesions, intoxications et complications d'interventions",7574
Enterocolite neonatale necrosante,Affections gastro-intestinales,7575
Malabsorption a  partir du site d'application,Troubles generaux et anomalies au site d'administration,7576
Lesion scrotale,"Lesions, intoxications et complications d'interventions",7577
Gangrene penienne,Infections et infestations,7578
Fibroscopie oesophago-gastro-duodenale,Investigations,7579
Reaction de Paul Bunnell Davidsohn positive,Investigations,7580
Confusion sur le nom du produit,"Lesions, intoxications et complications d'interventions",7581
Rectite bacterienne,Infections et infestations,7582
Duodenite ulcereuse,Affections gastro-intestinales,7583
Pneumonie a  mycoplasme,Infections et infestations,7584
Probleme de conception du produit,Problemes de produit,7585
Alcalose hypokaliemique,Troubles du metabolisme et de la nutrition,7586
Syndrome des buveurs de lait et d'alcalins,Troubles du metabolisme et de la nutrition,7587
Tremblement dystonique,Affections du systeme nerveux,7588
Temps de saignement anormal,Investigations,7589
Arthrodese sacro-iliaque,Actes medicaux et chirurgicaux,7590
Enterorraphie,Actes medicaux et chirurgicaux,7591
Besoin de sommeil augmente,Affections du systeme nerveux,7592
Phlebite au site d'injection,Troubles generaux et anomalies au site d'administration,7593
Allergie aux metaux,Affections du systeme immunitaire,7594
Anticorps antipeptide cycliqueÂ citrulline,Investigations,7595
Embolisation d'hemangiome,Actes medicaux et chirurgicaux,7596
Androgenes diminues,Investigations,7597
Prurit au site d'implantation,Troubles generaux et anomalies au site d'administration,7598
Test de retour capillaire du lit de lâongle anormal,Investigations,7599
Absorption sous-cutanee du produit alteree,Affections de la peau et du tissu sous-cutane,7600
Cancer du poumon a  grandes cellules stade III,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7601
Lesion aigue de la muqueuse oesophagienne,Affections gastro-intestinales,7602
achelle de mouvement involontaire anormale,Investigations,7603
Infection a  Pneumocystis jirovecii,Infections et infestations,7604
Abces vulvaire,Infections et infestations,7605
Anoxie,"Affections respiratoires, thoraciques et mediastinales",7606
Lymphadenopathie necrotique,Affections hematologiques et du systeme lymphatique,7607
Infection de fascia,Infections et infestations,7608
Rash anal,Affections gastro-intestinales,7609
Oestrogene sanguin diminue,Investigations,7610
Peau collante,Affections de la peau et du tissu sous-cutane,7611
Myasthenie grave a  mediation immunitaire,Affections du systeme nerveux,7612
Dermatose pustuleuse sous-cornee,Affections de la peau et du tissu sous-cutane,7613
Syndrome de Reynolds,Affections musculosquelettiques et du tissu conjonctif,7614
Colite bacterienne,Infections et infestations,7615
Fecondation in vitro,Actes medicaux et chirurgicaux,7616
Radiotherapie au cerveau,Actes medicaux et chirurgicaux,7617
Probleme de forme du produit,Problemes de produit,7618
Rate palpable,Investigations,7619
Plaie au site d'application,Troubles generaux et anomalies au site d'administration,7620
Hypercalcemie d'origine maligne,Affections endocriniennes,7621
Thrombose splenique,Affections hematologiques et du systeme lymphatique,7622
arytheme articulaire au site d'injection,Troubles generaux et anomalies au site d'administration,7623
Hemorragie de varices anorectales,Affections gastro-intestinales,7624
Hematome de la rate,Affections hematologiques et du systeme lymphatique,7625
Travail normal,"Affections gravidiques, puerperales et perinatales",7626
Deficit selectif en IgA,Affections du systeme immunitaire,7627
Lesion musculosquelettique,"Lesions, intoxications et complications d'interventions",7628
Douleur articulaire au site d'injection,Troubles generaux et anomalies au site d'administration,7629
Dysfonctionnement du plancher pelvien,Affections gastro-intestinales,7630
Pemphigoide des muqueuses,Affections de la peau et du tissu sous-cutane,7631
Urostomie,Actes medicaux et chirurgicaux,7632
Fibrose de la vessie,Affections du rein et des voies urinaires,7633
Thrombose surrenale,Affections endocriniennes,7634
Perforation de hernie,Troubles generaux et anomalies au site d'administration,7635
Stress oxydatif,Troubles du metabolisme et de la nutrition,7636
Prurit cholestatique,Affections de la peau et du tissu sous-cutane,7637
Score de MELD pour insuffisance hepatique terminale augmente,Investigations,7638
Durete du foie augmentee,Affections hepatobiliaires,7639
Inhibition du facteur IX,Affections hematologiques et du systeme lymphatique,7640
Suspicion de lesion hepatique induite par une drogue ou un medicament,Affections hepatobiliaires,7641
Reaction cutanee liee au tatouage,"Lesions, intoxications et complications d'interventions",7642
Cambrure infantile du dos,Affections musculosquelettiques et du tissu conjonctif,7643
Traitement cutane par laser,Actes medicaux et chirurgicaux,7644
Syndrome de May-Thurner,Affections vasculaires,7645
Trouble de lâovulation,Affections des organes de reproduction et du sein,7646
Deficience en facteur de coagulation,Affections hematologiques et du systeme lymphatique,7647
Deficience acquise en facteur V,Affections hematologiques et du systeme lymphatique,7648
Propeptide cerebral natriuretique N-terminal anormal,Investigations,7649
Exfoliation genitale,Affections des organes de reproduction et du sein,7650
Lesion nerveuse au site d'injection,Troubles generaux et anomalies au site d'administration,7651
Miliaire sudorale,Affections de la peau et du tissu sous-cutane,7652
Densite des liquides organiques anormale,Investigations,7653
Irritabilite infantile,Affections du systeme nerveux,7654
Reaction a  un edulcorant,Affections du systeme immunitaire,7655
Handicap visuel,Caracteristiques socio-environnementales,7656
Colite segmentaire diverticulaire,Affections gastro-intestinales,7657
Neuropathie axonale,Affections du systeme nerveux,7658
Ulcere ischemique de la peau,Affections de la peau et du tissu sous-cutane,7659
Syndrome de glissement,Troubles du metabolisme et de la nutrition,7660
Clairance de la creatinine renale augmentee,Investigations,7661
Syndrome deficitaire de l'hemisphere droit,Affections du systeme nerveux,7662
Rumination obsessionnelle,Affections psychiatriques,7663
Biopsie endometriale,Investigations,7664
Points ga¢chettes,Affections musculosquelettiques et du tissu conjonctif,7665
Operation du visage,Actes medicaux et chirurgicaux,7666
"Syndrome BRASH (bradycardie, insuffisance renale, bloqueur atrioventriculaire, choc, hypokaliemie)",Affections cardiaques,7667
Biopsie de l'uterus,Investigations,7668
Irritation au site d'acces vasculaire,"Lesions, intoxications et complications d'interventions",7669
Neuropathie motrice multifocale,Affections du systeme nerveux,7670
Polyneuropathie aigue,Affections du systeme nerveux,7671
Fracture de membre,"Lesions, intoxications et complications d'interventions",7672
Douleur de la paroi abdominale,Affections gastro-intestinales,7673
Tumeur de l'oesophage,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7674
Activation des macrophages,Actes medicaux et chirurgicaux,7675
Cholestase a  mediation immunitaire,Affections hepatobiliaires,7676
Induration au site du catheter,Troubles generaux et anomalies au site d'administration,7677
Carcinome epidermoide de la vulve,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7678
Xanthelasma,Affections de la peau et du tissu sous-cutane,7679
Syndrome de Schinzel-Giedion,"Affections congenitales, familiales et genetiques",7680
Stenose tracheale,"Affections respiratoires, thoraciques et mediastinales",7681
Hypertrophie muqueuse,Troubles generaux et anomalies au site d'administration,7682
Rubeole,Infections et infestations,7683
Arthrose nodulaire,Affections musculosquelettiques et du tissu conjonctif,7684
Infection fongique de l'oreille,Infections et infestations,7685
Ulcere au site d'incision,"Lesions, intoxications et complications d'interventions",7686
Infection de l'appareil genital masculin,Infections et infestations,7687
Cancer du ca´lon stade I,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7688
Infarctus du myocarde silencieux,Affections cardiaques,7689
Lymphome cutane,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7690
Eczema nummulaire,Affections de la peau et du tissu sous-cutane,7691
Gonflement au site d'acces vasculaire,"Lesions, intoxications et complications d'interventions",7692
Tumeur du sinus maxillaire,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7693
Tumeur de la levre,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7694
Xanthogranulome,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7695
Trouble endometrial,Affections des organes de reproduction et du sein,7696
Fragilite vasculaire,Affections vasculaires,7697
Sympta´mes de privation de tabac,Affections psychiatriques,7698
Hernie hiatale etranglee,Affections gastro-intestinales,7699
Syndrome myelodysplasique en transformation,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7700
Lesion lors de la reperfusion,Affections vasculaires,7701
Spasme arteriel,Affections vasculaires,7702
Tumeur maligne de la levre stade non precise,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7703
Compression du nerf radial,Affections du systeme nerveux,7704
Metatarsalgie,Affections musculosquelettiques et du tissu conjonctif,7705
Neuropathie du nerf sciatique,Affections du systeme nerveux,7706
Nombre d'articulations sensibles,Investigations,7707
Opacification de materiel du dispositif,Problemes de produit,7708
Infection staphylococcique de l'oreille,Infections et infestations,7709
Anticorps cytoplasmique antineutrophile augmente,Investigations,7710
Stabilisation articulaire,Actes medicaux et chirurgicaux,7711
Keratose pilaire,Affections de la peau et du tissu sous-cutane,7712
Kyste des glandes de Bartholin,Affections des organes de reproduction et du sein,7713
Microhemorragie cerebrale,Affections du systeme nerveux,7714
Rapport proteine/creatinine urinaire diminue,Investigations,7715
Numeration des lymphocytes B augmentee,Investigations,7716
Contusion au site de ponction vasculaire,Troubles generaux et anomalies au site d'administration,7717
Viscosite sanguine anormale,Investigations,7718
Bronchoplastie,Actes medicaux et chirurgicaux,7719
Masse pharyngee,"Affections respiratoires, thoraciques et mediastinales",7720
Instabilite atlantoaxoidienne,Affections musculosquelettiques et du tissu conjonctif,7721
Cancer hematologique,"Tumeurs benignes, malignes et non precisees (incl kystes et polypes)",7722
Morphologie des plaquettes anormale,Investigations,7723
Bruits respiratoires absents,Investigations,7724
Deficience en vitamine B1,Troubles du metabolisme et de la nutrition,7725
Prolapsus d'organe pelvien,Affections des organes de reproduction et du sein,7726
Occlusion de dispositif vasculaire,Troubles generaux et anomalies au site d'administration,7727
Lupus erythemateux cutane chronique,Affections de la peau et du tissu sous-cutane,7728
Indice de performance de lâEastern Cooperative Oncology Group aggrave,Investigations,7729
Persistance de liquide de drainage postintervention,"Lesions, intoxications et complications d'interventions",7730
Occlusion de fistule arterioveineuse,"Lesions, intoxications et complications d'interventions",7731
Fistule arterioveineuse,Affections vasculaires,7732
Nevralgie de Morton,Affections du systeme nerveux,7733
Douleur au site d'acces vasculaire,"Lesions, intoxications et complications d'interventions",7734
Facteur de coagulation anormal,Affections hematologiques et du systeme lymphatique,7735
